"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_6"	"CEC3672_1_FP_24"	"CEC3672_2_FP_6"	"CEC3609_1_TR_24"	"NI_1_TR_3"	"NI_2_TR_3"	"CEC3672_1_TR_6"	"CEC3672_3_TR_24"	"CEC3609_2_FP_3"	"NI_1_TR_24"	"CEC3609_1_FP_6"	"NI_3_TR_3"	"CEC3672_2_FP_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_TR_3"	"CEC3609_3_FP_24"	"CEC3609_2_TR_3"	"CEC3672_1_FP_3"	"CEC3672_2_TR_6"	"CEC3672_1_FP_6"	"CEC3672_3_FP_6"	"CEC3672_3_FP_3"	"CEC3609_3_TR_3"	"CEC3672_2_TR_24"	"CEC3609_1_FP_24"	"NI_2_TR_6"	"CEC3672_3_TR_3"	"CEC3609_2_TR_24"	"CEC3609_2_TR_6"	"NI_2_TR_24"	"CEC3609_2_FP_6"	"NI_1_TR_6"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3672_2_FP_24"	"CEC3672_1_TR_3"	"CEC3609_3_TR_6"	"NI_3_TR_24"	"CEC3609_3_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_TR_6"
"C4_01580C_A"	"Ca22chr4A_C_albicans_SC5314"	325943	326036	"-"	94	"C4_01580C_A"	NA	"%28snR73%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	92	53	77	46	0	0	87	43	77	0	81	0	44	48	86	65	76	41	60	40	90	75	77	37	68	84	69	0	59	64	97	0	79	0	57	64	58	42	82	81	0	72	51	67
"C4_01590C_A"	"Ca22chr4A_C_albicans_SC5314"	326188	326271	"-"	84	"C4_01590C_A"	NA	"%28snR74%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	10	5	19	12	0	0	8	2	8	0	7	0	9	5	12	4	4	5	16	9	12	7	9	6	10	18	10	0	2	16	10	0	17	0	8	6	8	11	15	9	0	10	11	25
"C4_01600C_A"	"Ca22chr4A_C_albicans_SC5314"	326439	326531	"-"	93	"C4_01600C_A"	NA	"%28snR75%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	65	21	19	38	0	0	37	21	48	0	43	0	23	24	50	47	48	37	44	29	40	37	48	34	37	41	41	0	32	38	41	0	42	0	36	27	47	13	26	60	0	57	36	46
"C4_01610C_A"	"Ca22chr4A_C_albicans_SC5314"	326607	326699	"-"	93	"C4_01610C_A"	NA	"%28snR76%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	4	2	6	4	0	0	9	2	12	0	8	0	5	0	10	3	2	8	5	4	9	9	3	9	5	4	3	0	7	2	5	0	3	0	5	4	4	0	7	6	0	10	3	6
"C4_01620C_A"	"Ca22chr4A_C_albicans_SC5314"	326687	326779	"-"	93	"C4_01620C_A"	NA	"%28snR77%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	25	11	15	21	0	0	27	14	26	0	24	0	16	19	30	16	26	10	16	7	31	24	25	18	23	35	24	0	14	25	23	0	20	0	20	13	23	16	26	23	0	32	20	28
"C4_01630C_A"	"Ca22chr4A_C_albicans_SC5314"	326950	327037	"-"	88	"C4_01630C_A"	NA	"%28snR77b%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	30	11	22	26	0	0	30	12	20	0	21	0	18	17	21	19	27	13	29	10	32	13	21	14	18	41	25	0	16	23	23	0	24	0	26	15	18	18	28	20	0	23	14	34
"C4_01640C_A"	"Ca22chr4A_C_albicans_SC5314"	327198	327290	"-"	93	"C4_01640C_A"	NA	"%28snR78%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	12	1	4	5	0	0	10	3	5	0	8	0	3	2	8	10	3	7	7	1	9	9	6	2	6	4	6	0	7	2	8	0	8	0	5	5	9	3	6	5	0	7	7	12
"C4_01650C_A"	"Ca22chr4A_C_albicans_SC5314"	327629	329125	"-"	1497	"C4_01650C_A"	NA	"%28orf19.4628%29%20Putative%20cleavage%20and%20polyadenylation%20factor%3B%20heterozygous%20null%20mutant%20exhibits%20hypersensitivity%20to%20parnafungin%20and%20cordycepin%20in%20the%20C.%20albicans%20fitness%20test%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	781	750	693	499	0	0	786	578	690	0	807	0	622	599	753	458	749	575	755	676	844	823	742	600	749	992	546	0	667	454	689	0	817	0	681	573	730	659	654	835	0	725	403	858
"C4_01660W_A"	"Ca22chr4A_C_albicans_SC5314"	329466	332810	"+"	3345	"C4_01660W_A"	NA	"%28orf19.4627%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20nuclear%20pore%20activity"	1055	1121	1261	757	0	0	1177	1186	1369	0	976	0	1125	1041	1041	736	1385	713	1328	1102	1070	1174	1305	1052	1334	1800	800	0	953	842	1063	0	1151	0	1112	1091	1336	1063	1061	1000	0	1633	725	1341
"C4_01670C_A"	"Ca22chr4A_C_albicans_SC5314"	332863	334044	"-"	1182	"C4_01670C_A"	NA	"%28orf19.4626%29%20Ortholog%28s%29%20have%20role%20in%20TOR%20signaling%2C%20positive%20regulation%20of%20transcription%20by%20RNA%20polymerase%20I%20and%20cytosol%2C%20extrinsic%20component%20of%20membrane%20localization"	720	377	535	317	0	0	757	439	497	0	546	0	479	390	546	278	670	316	660	440	628	599	662	382	598	669	326	0	448	269	615	0	608	0	540	519	526	391	470	667	0	584	327	730
"C4_01680W_A"	"Ca22chr4A_C_albicans_SC5314"	334467	334859	"+"	393	"C4_01680W_A"	"TOA2"	"%28orf19.4625%29%20Putative%20TFIIA%20small%20subunit%3B%20protein%20abundance%20decreased%20in%20CAI4%20strain%20compared%20to%20the%20SC5314%20strain%2C%20abundance%20not%20affected%20by%20reintegration%20of%20URA3%20in%20CAI4%3B%20flucytosine%20induced%3B%20possibly%20an%20essential%20gene%20%28UAU1%20method%29"	922	937	680	816	0	0	868	959	708	0	775	0	672	937	640	964	923	897	777	657	813	679	777	621	802	1668	918	0	618	780	863	0	757	0	796	974	728	904	709	944	0	801	796	815
"C4_01690C_A"	"Ca22chr4A_C_albicans_SC5314"	334947	336305	"-"	1359	"C4_01690C_A"	"HRT2"	"%28orf19.4624%29%20Protein%20described%20as%20having%20a%20role%20in%20Ty3%20transposition%3B%20repressed%20in%20hyphae%3B%20stationary%20phase%20enriched%20protein%3B%20rat%20catheter%20and%20Spider%20biofilm%20repressed"	381	330	709	363	0	0	623	623	1105	0	541	0	1053	319	502	198	1158	223	1036	1021	599	799	721	1118	1103	949	173	0	818	286	341	0	513	0	877	511	1081	307	817	356	0	1244	443	652
"C4_01700C_A"	"Ca22chr4A_C_albicans_SC5314"	337230	337508	"-"	279	"C4_01700C_A"	"NHP6A"	"%28orf19.4623.3%29%20Putative%20non-histone%20chromatin%20component%3B%20RNA%20abundance%20regulated%20by%20tyrosol%2Ccell%20density%3B%20Hap43-induced%3B%20amphotericin%20B%2C%20caspofungin%20repressed%3B%205%27-UTR%20intron%3B%20rat%20catheter%20and%20Spider%20biofilm%20repressed"	3419	1750	3644	1854	0	0	3112	2870	5997	0	3652	0	5033	1650	3303	1271	6934	1151	6561	4975	3272	4135	4212	4428	5909	4679	921	0	3951	1726	3060	0	3542	0	3688	3061	6436	1525	3381	3249	0	6623	1766	2996
"C4_01710C_A"	"Ca22chr4A_C_albicans_SC5314"	340471	340899	"-"	429	"C4_01710C_A"	NA	"%28orf19.4623%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20repressed"	696	683	543	743	0	0	698	678	612	0	832	0	641	641	980	754	767	843	751	604	810	696	567	589	693	1058	929	0	438	803	979	0	832	0	647	611	635	728	604	835	0	644	707	770
"C4_01720C_A"	"Ca22chr4A_C_albicans_SC5314"	340871	342028	"-"	1158	"C4_01720C_A"	NA	"%28orf19.4622%29%20Ortholog%28s%29%20have%20role%20in%20protein%20ubiquitination%2C%20telomere%20maintenance%2C%20transcription-coupled%20nucleotide-excision%20repair%2C%20ubiquitin-dependent%20protein%20catabolic%20process%20and%20nucleus%20localization"	2087	1788	1484	2310	0	0	1558	1896	1737	0	2130	0	1631	1704	2353	1899	1839	2229	1771	1568	1459	1674	1431	1429	1854	2274	2288	0	1463	2392	2104	0	2188	0	1499	1339	1995	1832	1514	2111	0	2016	1821	1964
"C4_01730C_A"	"Ca22chr4A_C_albicans_SC5314"	342883	345000	"-"	2118	"C4_01730C_A"	NA	"%28orf19.4621%29%20Ortholog%28s%29%20have%20P-body%20localization"	687	824	982	757	0	0	997	999	1176	0	750	0	1094	719	755	544	1305	529	1192	1127	948	1018	1134	940	1294	1541	515	0	925	689	686	0	868	2	962	910	1158	719	916	782	0	1240	796	1037
"C4_01740W_A"	"Ca22chr4A_C_albicans_SC5314"	345376	345705	"+"	330	"C4_01740W_A"	"TIM12"	"%28orf19.4620%29%20Predicted%20component%20of%20the%20TIM22%20complex%2C%20involved%20in%20protein%20import%20into%20mitochondrial%20inner%20membrane%3B%20flow%20model%20biofilm%20induced"	284	230	310	219	0	0	335	301	276	0	243	0	301	250	266	217	375	205	379	358	343	319	328	315	359	462	201	0	347	224	291	0	310	0	327	298	271	239	312	334	0	322	293	274
"C4_01750C_A"	"Ca22chr4A_C_albicans_SC5314"	345920	346999	"-"	1080	"C4_01750C_A"	"FBA1"	"%28orf19.4618%29%20Fructose-bisphosphate%20aldolase%3B%20glycolytic%20enzyme%3B%20antigenic%20in%20murine%2Fhuman%20infection%3B%20regulated%20by%20yeast-hypha%20switch%3B%20induced%20by%20Efg1%2C%20Gcn4%2C%20Hog1%2C%20fluconazole%3B%20phagocytosis-repressed%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20repressed"	6070	5160	12623	6420	0	0	10184	9007	32543	0	11773	0	29384	4798	10604	3918	21504	3264	20837	26098	10515	15016	12781	28843	20255	14253	3431	0	20811	5983	7238	0	8877	0	22210	8893	35648	4461	21041	6458	0	36899	7214	8356
"C4_01760W_A"	"Ca22chr4A_C_albicans_SC5314"	348098	348634	"+"	537	"C4_01760W_A"	NA	"%28orf19.4617%29%20Predicted%20peptide%20alpha-N-acetyltransferase%3B%20flow%20model%20biofilm%20induced"	315	522	423	423	0	0	433	536	270	0	599	0	453	480	513	476	205	440	200	420	351	543	493	474	188	777	467	0	333	390	381	0	436	0	372	528	275	434	353	323	0	307	430	335
"C4_01770W_A"	"Ca22chr4A_C_albicans_SC5314"	349059	349838	"+"	780	"C4_01770W_A"	"POL30"	"%28orf19.4616%29%20Proliferating%20cell%20nuclear%20antigen%20%28PCNA%29%2C%20forms%20homotrimeric%20sliding%20clamp%20for%20DNA%20polymerases%3B%20RNA%20abundance%20regulated%20by%20tyrosol%2C%20cell%20density%3B%20induced%20by%20flucytosine%2C%20interaction%20with%20macrophages%3B%20stationary%20phase%20enriched%20protein"	588	1006	1833	733	0	0	1844	2261	1649	0	966	0	2526	968	973	362	1918	359	1782	2446	1737	2275	2235	2288	1801	3305	298	0	1546	639	643	0	974	0	1609	1997	1706	913	1544	637	0	1990	815	1708
"C4_01780C_A"	"Ca22chr4A_C_albicans_SC5314"	349990	350946	"-"	957	"C4_01780C_A"	NA	"%28orf19.4615%29%20Ortholog%28s%29%20have%20histone%20deacetylase%20activity"	987	1068	811	878	0	0	961	988	541	0	947	0	754	943	919	967	662	1026	616	756	974	926	941	705	578	1558	957	0	722	897	896	0	956	0	788	933	574	904	735	1073	0	554	859	1029
"C4_01790W_A"	"Ca22chr4A_C_albicans_SC5314"	352073	355570	"+"	3498	"C4_01790W_A"	NA	"%28orf19.4614%29%20Adapter%20protein%20for%20pexophagy%20and%20the%20cytoplasm-to-vacuole%20targeting%20%28Cvt%29%20pathway%3B%20Spider%20biofilm%20induced"	442	643	484	503	0	0	577	614	314	0	496	0	518	506	491	417	326	479	274	452	562	479	469	413	325	828	458	0	561	430	463	0	490	0	507	510	287	560	425	449	0	331	450	575
"C4_01800W_A"	"Ca22chr4A_C_albicans_SC5314"	356483	357208	"+"	726	"C4_01800W_A"	NA	"%28orf19.4612%29%20Protein%20with%20a%20dienelactone%20hydrolase%20domain%3B%20Hap43-repressed%20gene"	45	47	49	197	0	0	155	157	122	0	43	0	92	40	55	60	400	64	322	119	163	66	43	91	383	255	62	0	135	178	55	0	34	0	138	147	120	42	137	55	0	144	125	139
"C4_01820C_A"	"Ca22chr4A_C_albicans_SC5314"	357858	358832	"-"	975	"C4_01820C_A"	NA	"%28orf19.4611%29%20Ortholog%28s%29%20have%20ribose%20phosphate%20diphosphokinase%20activity%2C%20role%20in%205-phosphoribose%201-diphosphate%20biosynthetic%20process%2C%20cytokinesis%2C%20fungal-type%20cell%20wall%20organization%20and%20ribose%20phosphate%20diphosphokinase%20complex%20localization"	923	1030	1100	865	0	0	1154	1190	976	0	1104	0	1245	894	1060	865	1182	876	1099	1173	1214	1149	1142	1074	1116	1831	903	0	1030	967	1126	0	1133	0	1149	1111	1092	928	1020	1028	0	1105	856	1017
"C4_01830C_A"	"Ca22chr4A_C_albicans_SC5314"	359054	360847	"-"	1794	"C4_01830C_A"	NA	"%28orf19.4610%29%20Predicted%20metallocarboxypeptidase%3B%20role%20in%20proteolysis%3B%20rat%20catheter%20biofilm%20repressed"	215	392	487	352	0	0	433	552	241	0	318	0	621	297	349	238	261	196	242	543	416	549	529	619	288	812	182	1	518	334	211	0	353	0	528	536	298	338	428	209	0	263	466	389
"C4_01840C_A"	"Ca22chr4A_C_albicans_SC5314"	361141	361872	"-"	732	"C4_01840C_A"	NA	"%28orf19.4609%29%20Putative%20dienelactone%20hydrolase%3B%20protein%20abundance%20is%20affected%20by%20URA3%20expression%20in%20the%20CAI-4%20strain%20background%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures%3B%20rat%20catheter%20biofilm%20repressed"	507	504	767	722	0	0	843	987	674	0	568	0	898	485	534	398	894	373	859	760	853	848	808	895	791	1706	328	0	820	620	516	0	571	0	815	1014	718	533	802	440	0	797	820	789
"C4_01850C_A"	"Ca22chr4A_C_albicans_SC5314"	362365	364284	"-"	1920	"C4_01850C_A"	"PDC12"	"%28orf19.4608%29%20Putative%20pyruvate%20decarboxylase%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	370	170	202	192	0	0	445	157	300	0	432	0	261	140	329	165	458	209	476	219	449	157	164	235	463	284	178	0	443	218	409	0	317	0	437	148	380	164	383	409	0	372	196	355
"C4_01860C_A"	"Ca22chr4A_C_albicans_SC5314"	364597	365901	"-"	1305	"C4_01860C_A"	NA	"%28orf19.4607%29%20Possible%20Golgi%20membrane%20protein%3B%20Hap43-repressed%3B%20hypha%20induced%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced"	339	432	325	552	0	0	588	507	337	0	467	0	380	339	482	456	359	341	303	367	531	352	324	392	387	600	326	0	601	477	393	0	421	0	668	405	378	367	556	373	0	349	521	456
"C4_01870C_A"	"Ca22chr4A_C_albicans_SC5314"	366373	367671	"-"	1299	"C4_01870C_A"	"ERG8"	"%28orf19.4606%29%20Putative%20phosphomevalonate%20kinase%3B%20enzyme%20of%20the%20mevalonate%20pathway%20of%20isoprenoid%20biosynthesis%3B%20transcript%20regulated%20by%20Nrg1%3B%20possible%20drug%20target%3B%20not%20conserved%20in%20H.%20sapiens"	713	942	961	760	0	0	1149	1041	949	0	852	0	1045	871	813	645	1235	723	1134	975	1171	1005	1004	978	1154	1613	670	0	1044	735	746	0	778	0	1059	988	1139	846	966	784	0	1198	732	1048
"C4_01880W_A"	"Ca22chr4A_C_albicans_SC5314"	367892	369211	"+"	1320	"C4_01880W_A"	"TYR1"	"%28orf19.4605%29%20Putative%20prepephenate%20dehydrogenase%3B%20enzyme%20of%20tyrosine%20biosynthesis%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	495	696	772	565	0	0	872	839	735	0	553	0	861	724	549	522	835	578	839	782	899	784	785	789	790	1264	497	0	763	476	573	0	539	0	815	743	811	663	732	607	0	777	589	813
"C4_01890C_A"	"Ca22chr4A_C_albicans_SC5314"	369339	369896	"-"	558	"C4_01890C_A"	"ARL1"	"%28orf19.4603%29%20Putative%20GTPase%20in%20the%20late%20Golgi%20involved%20in%20regulation%20of%20polarized%20growth%20and%20secretion%3B%20mutation%20confers%20dose-dependent%20sensitivity%20to%20Brefeldin%20A"	910	788	594	819	0	0	752	751	642	0	979	0	450	761	884	932	690	971	677	489	715	667	583	437	659	1155	972	0	542	854	841	0	848	0	642	684	657	731	558	929	0	751	771	689
"C4_01900C_A"	"Ca22chr4A_C_albicans_SC5314"	370410	371408	"-"	999	"C4_01900C_A"	"MDH1-1"	"%28orf19.4602%29%20Predicted%20malate%20dehydrogenase%20precursor%3B%20macrophage-induced%20transcript%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures%3B%20Spider%20biofilm%20repressed"	2710	3756	3222	7646	0	0	2864	9337	1163	0	2812	0	3193	3753	2579	3171	1819	2284	1711	2882	2577	3258	3306	3103	1896	16004	2226	0	2146	6246	3153	0	1956	0	2605	8768	1511	3651	2357	2034	1	1398	8964	2000
"C4_01910W_A"	"Ca22chr4A_C_albicans_SC5314"	372264	373781	"+"	1518	"C4_01910W_A"	NA	"%28orf19.4601%29%20Putative%20RNA%20polymerase%20III%20transcription%20initiation%20factor%20complex%20%28TFIIIC%29%20subunit%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	275	392	332	263	0	0	314	466	293	0	315	0	284	372	301	224	271	311	271	244	323	299	302	253	221	662	291	0	264	317	277	0	315	0	247	335	291	337	184	293	0	265	269	335
"C4_01920W_A"	"Ca22chr4A_C_albicans_SC5314"	374223	374501	"+"	279	"C4_01920W_A"	"DPM3"	"%28orf19.4600.1%29%20Dolichol-phosphate%20mannose%20synthase%20subunit%2C%20essential%20for%20enzyme%20activity%3B%20flow%20model%20biofilm%20repressed"	347	333	511	327	0	0	453	534	678	0	342	0	495	345	243	268	778	256	735	509	460	494	488	476	631	879	207	0	572	373	281	0	328	0	502	593	768	342	457	326	0	781	362	476
"C4_01930C_A"	"Ca22chr4A_C_albicans_SC5314"	374618	375325	"-"	708	"C4_01930C_A"	NA	"%28orf19.4600%29%20Protein%20of%20unknown%20function%3B%20possible%20mitochondrial%20protein%3B%20Spider%20biofilm%20induced"	598	668	489	581	0	0	542	695	291	0	534	0	383	654	539	713	394	733	474	372	546	508	491	342	382	1193	709	0	382	548	575	0	517	0	451	743	377	696	370	556	0	362	559	537
"C4_01940W_A"	"Ca22chr4A_C_albicans_SC5314"	379679	381481	"+"	1803	"C4_01940W_A"	"PHO89"	"%28orf19.4599%29%20Putative%20phosphate%20permease%3B%20transcript%20regulated%20upon%20white-opaque%20switch%3B%20alkaline%20induced%20by%20Rim101%3B%20possibly%20adherence-induced%3B%20F-12%2FCO2%20model%2C%20rat%20catheter%20and%20Spider%20biofilm%20induced"	6470	17790	8187	15714	0	0	3082	22809	5335	0	5100	0	12195	17041	5329	17570	6135	19536	6043	12639	3191	5949	9130	8546	5766	38264	18620	1	6296	14958	6963	0	7808	0	7717	19654	6640	18364	6333	6161	0	5051	15084	4814
"C4_01950W_A"	"Ca22chr4A_C_albicans_SC5314"	382179	383054	"+"	876	"C4_01950W_A"	NA	"%28orf19.4597%29%20Putative%20F-actin-capping%20protein%20subunit%20beta%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	934	1035	974	909	0	0	1104	1025	756	0	1178	0	1094	964	1182	954	1076	1062	932	1086	1085	1119	1100	1094	1002	1678	911	0	1180	821	955	0	1141	0	1246	977	880	905	1025	1075	0	943	885	1039
"C4_01960C_A"	"Ca22chr4A_C_albicans_SC5314"	383106	384434	"-"	1329	"C4_01960C_A"	NA	"%28orf19.4596%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	619	942	699	867	0	0	666	845	420	0	819	1	656	907	879	1032	583	1010	589	619	686	764	702	669	550	1197	1050	0	684	809	716	0	830	0	622	731	468	941	609	783	0	442	812	707
"C4_01970W_A"	"Ca22chr4A_C_albicans_SC5314"	385301	386614	"+"	1314	"C4_01970W_A"	NA	"%28orf19.4595%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_41860%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_400440%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_103033%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2B03234g"	1022	945	711	1083	0	0	710	740	329	0	1550	0	616	907	1375	1299	360	1100	387	642	702	878	776	597	408	1063	1167	0	609	1000	1098	0	1198	0	678	703	305	805	629	1282	0	403	1089	615
"C4_01980C_A"	"Ca22chr4A_C_albicans_SC5314"	386687	387364	"-"	678	"C4_01980C_A"	"CLC1"	"%28orf19.4594%29%20Clathrin%20light%20chain%3B%20subunit%20of%20the%20major%20coat%20protein%20involved%20in%20intracellular%20protein%20transport%20and%20endocytosis%3B%20rat%20cathetr%20and%20Spider%20biofilm%20repressed"	1052	1191	1361	1267	0	0	1399	1546	1677	0	1144	0	1683	1186	1090	950	1869	937	1806	1645	1221	1465	1469	1570	1676	2423	837	1	1674	1070	923	0	1144	0	1600	1587	1809	1082	1375	966	0	1924	1337	1217
"C4_01990W_A"	"Ca22chr4A_C_albicans_SC5314"	387813	388049	"+"	237	"C4_01990W_A"	NA	"%28orf19.4593.1%29%20Protein%20with%20a%20predicted%20role%20in%20mitochondrial%20respiratory%20chain%20complex%20II%20assembly%3B%20rat%20catheter%20biofilm%20induced"	70	159	100	124	0	0	99	148	73	0	98	0	78	133	100	164	84	145	68	72	108	99	99	55	56	253	132	0	82	122	62	0	76	0	82	143	70	166	64	93	0	79	104	93
"C4_02000C_A"	"Ca22chr4A_C_albicans_SC5314"	388211	391741	"-"	3531	"C4_02000C_A"	"RGA2"	"%28orf19.4593%29%20Putative%20GTPase-activating%20protein%20%28GAP%29%20for%20Rho-type%20GTPase%20Cdc42%3B%20involved%20in%20cell%20signaling%20pathways%20controlling%20cell%20polarity%3B%20induced%20by%20low-level%20peroxide%20stress%3B%20flow%20model%20biofilm%20induced"	1809	2041	1260	1870	0	0	1400	1609	578	0	2032	0	1164	1842	2095	2332	823	2479	770	1058	1343	1338	1286	1093	754	2477	2712	0	1557	1937	1960	0	2013	0	1505	1390	702	2007	1288	2076	0	703	1654	1433
"C4_02010C_A"	"Ca22chr4A_C_albicans_SC5314"	394832	396466	"-"	1635	"C4_02010C_A"	"HSX11"	"%28orf19.4592%29%20UDP-glucose%3Aceramide%20glucosyltransferase%20%28glucosylceramide%20synthase%20%5BGCS%5D%2C%20EC%202.4.1.80%29%3B%20involved%20in%20glucosylceramide%20biosynthesis%2C%20which%20is%20important%20for%20virulence"	393	700	529	674	0	0	467	722	304	0	478	0	471	700	479	631	409	574	360	469	478	512	531	413	340	1094	538	1	363	626	456	0	504	0	406	609	338	680	349	442	0	329	718	483
"C4_02020W_A"	"Ca22chr4A_C_albicans_SC5314"	398110	400008	"+"	1899	"C4_02020W_A"	"CAT2"	"%28orf19.4591%29%20Major%20carnitine%20acetyl%20transferase%3B%20intracellular%20acetyl-CoA%20transport%3B%20localized%20in%20peroxisomes%20and%20mitochondria%3B%20induced%20in%20macrophages%3B%20Hog1-repressed%3B%20stationary%20phase%20enriched%3B%20farnesol-upregulated%20in%20biofilm%3B%20Spider%20biofilm%20induced"	3973	8492	1838	8665	0	0	3126	7430	486	0	2856	0	1606	7260	2781	6410	797	7070	751	1393	2980	1820	1837	1604	882	11123	6458	0	1727	8828	3796	0	1863	0	1704	6277	541	7472	1450	3758	0	585	9271	2239
"C4_02030W_A"	"Ca22chr4A_C_albicans_SC5314"	405052	408387	"+"	3336	"C4_02030W_A"	"RFX2"	"%28orf19.4590%29%20Transcriptional%20repressor%3B%20regulator%20of%20filamentation%2C%20response%20to%20DNA%20damage%2C%20adhesion%2C%20virulence%20in%20murine%20mucosal%2C%20systemic%20infections%3B%20RFX%20domain%3B%20regulated%20by%20Nrg1%2C%20UV-induced%3B%20partially%20complements%20S.%20cerevisiae%20rfx1%20mutant%20defects"	903	573	649	1222	0	0	1043	734	1567	0	1251	0	640	527	1101	832	1743	809	1707	692	1038	647	683	647	1751	1046	801	0	921	1232	1057	0	1076	0	964	579	1733	574	886	1013	0	1839	1236	1204
"C4_02040W_A"	"Ca22chr4A_C_albicans_SC5314"	408951	410384	"+"	1434	"C4_02040W_A"	NA	"%28orf19.4589%29%20Ortholog%28s%29%20have%20polyamine%20oxidase%20activity%20and%20role%20in%20pantothenate%20biosynthetic%20process%2C%20spermine%20catabolic%20process"	207	357	331	241	0	0	339	438	141	0	297	0	286	277	251	208	203	255	190	302	310	379	341	308	215	574	204	0	326	201	254	0	229	0	315	355	199	315	296	223	0	151	175	268
"C4_02050W_A"	"Ca22chr4A_C_albicans_SC5314"	410516	411604	"+"	1089	"C4_02050W_A"	"HGH1"	"%28orf19.4587%29%20Putative%20HMG1%2F2-related%20protein%3B%20transcript%20regulated%20by%20Mig1"	868	901	1033	725	0	0	975	1134	1195	0	773	0	999	827	724	605	1319	734	1145	960	1018	937	1067	807	1055	1631	671	0	775	742	896	0	860	0	876	997	1304	806	793	916	0	1313	710	1020
"C4_02060C_A"	"Ca22chr4A_C_albicans_SC5314"	411719	413545	"-"	1827	"C4_02060C_A"	"TFG1"	"%28orf19.4585%29%20Protein%20similar%20to%20S.%20cerevisiae%20Tfg1p%2C%20which%20is%20part%20of%20transcription%20factor%20TFIIF%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	2281	2223	1835	3039	0	0	2062	2132	1706	0	2593	0	2049	2191	2474	2934	2208	3304	2080	1933	2217	2077	1890	1831	2017	3415	3417	0	2184	2925	2373	0	2596	0	2247	2066	2053	2330	1917	2544	0	1951	2688	2102
"C4_02070W_A"	"Ca22chr4A_C_albicans_SC5314"	414417	415787	"+"	1371	"C4_02070W_A"	"PHO114"	"%28orf19.4584%29%20Acid%20phosphatase%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20Spider%20biofilm%20induced"	184	278	453	602	0	0	446	473	281	0	229	0	747	312	244	336	376	373	375	706	419	422	453	684	400	656	288	0	711	483	242	0	268	0	777	415	284	240	608	211	0	326	628	404
"C4_02080W_A"	"Ca22chr4A_C_albicans_SC5314"	416114	417043	"+"	930	"C4_02080W_A"	NA	"%28orf19.4583%29%20Protein%20with%20a%20mitochondrial%20carrier%20protein%20domain%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method%3B%20Spider%20biofilm%20repressed"	209	188	115	307	0	0	201	419	142	0	115	0	182	161	106	250	847	224	680	124	164	166	172	137	682	692	259	0	185	311	165	0	101	0	197	329	149	155	214	194	0	132	279	159
"C4_02090C_A"	"Ca22chr4A_C_albicans_SC5314"	417123	417845	"-"	723	"C4_02090C_A"	NA	"%28orf19.4582%29%20Ortholog%28s%29%20have%20role%20in%20U1%20snRNA%203%27-end%20processing%2C%20U4%20snRNA%203%27-end%20processing%20and%20U5%20snRNA%203%27-end%20processing%2C%20more"	651	758	696	552	0	0	740	812	791	0	651	0	657	753	610	591	940	592	870	664	782	760	713	541	769	1413	565	0	561	584	662	0	659	0	605	793	847	707	600	698	0	813	583	739
