"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_3"	"CEC3672_1_FP_24"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3609_2_FP_3"	"CEC3672_2_TR_24"	"CEC3672_1_TR_6"	"CEC3609_3_FP_3"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_FP_3"	"NI_3_TR_24"	"CEC3609_3_TR_6"	"CEC3672_3_TR_24"	"NI_1_TR_24"	"CEC3672_1_TR_3"	"NI_2_TR_24"	"NI_3_TR_3"	"CEC3672_3_FP_24"	"NI_2_TR_6"	"CEC3609_2_FP_24"	"CEC3609_2_TR_3"	"CEC3609_3_FP_24"	"CEC3672_2_FP_24"	"CEC3609_1_FP_24"	"CEC3672_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_3_FP_6"	"CEC3609_2_TR_6"	"CEC3609_2_FP_6"	"CEC3609_1_TR_24"	"CEC3609_1_FP_6"	"CEC3672_2_FP_6"	"CEC3672_2_TR_6"	"CEC3672_1_FP_3"	"CEC3672_1_FP_6"	"CEC3609_2_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_6"	"CEC3609_3_TR_3"	"CEC3672_2_FP_3"
"C3_00230C_A"	"Ca22chr3A_C_albicans_SC5314"	29708	30205	"-"	498	"C3_00230C_A"	NA	"%28orf19.5446%29%20Putative%20protein%20of%20unknown%20function%3B%20transcript%20is%20upregulated%20in%20clinical%20isolates%20from%20HIV%2B%20patients%20with%20oral%20candidiasis%3B%20regulated%20by%20Ssn6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3_00240C_A"	"Ca22chr3A_C_albicans_SC5314"	30220	31575	"-"	1356	"C3_00240C_A"	"GLO3"	"%28orf19.5445%29%20Putative%20ARF%20GTPase%20activator%3B%20role%20in%20COPI%20coating%20of%20Golgi%20vesicle%2C%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20retrograde%20Golgi%20to%20ER%20vesicle-mediated%20transport%3B%20Spider%20biofilm%20repressed"	2607	1935	1710	0	1918	3610	2329	2258	2660	2130	2432	1808	2429	0	1871	2322	0	2322	0	0	2018	0	1748	2613	1949	1997	1931	2238	2374	1985	1943	1822	1984	1915	2136	2328	2518	2219	1900	1	0	1838	2427	2508
"C3_00250C_A"	"Ca22chr3A_C_albicans_SC5314"	31718	32992	"-"	1275	"C3_00250C_A"	"TIM44"	"%28orf19.5444%29%20Protein%20involved%20in%20transport%20across%20membranes%3B%20Spider%20biofilm%20repressed"	2922	1561	1907	0	2345	3366	2715	2568	2740	1922	2840	1822	2391	0	2103	2160	0	2431	0	0	1545	0	1227	2912	1208	1496	1385	2798	2353	1735	2200	1749	1710	1739	2162	2688	2533	2384	1668	0	0	2205	2713	2557
"C3_00260C_A"	"Ca22chr3A_C_albicans_SC5314"	33094	34464	"-"	1371	"C3_00260C_A"	"BNA4"	"%28orf19.5443%29%20Putative%20kynurenine%203-monooxygenase%2C%20involved%20in%20NAD%20biosynthesis%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20Hap43p-repressed%20gene%3B%20oral%20infection%20upregulated%3B%20mutants%20have%20reduced%20capacity%20to%20damage%20oral%20epithelial%20cells"	2714	1992	2015	0	1721	2733	2296	2094	3572	1587	2272	2139	3359	0	2412	1934	0	3126	0	0	1945	0	2302	2746	2158	1873	2356	2384	3195	3191	2405	2977	2216	3448	2315	2431	3178	2558	2148	1	0	2202	2787	3379
"C3_00270C_A"	"Ca22chr3A_C_albicans_SC5314"	34558	36054	"-"	1497	"C3_00270C_A"	NA	"%28orf19.5442%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_80240%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_504040%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_130872%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2C06006g"	963	1109	1013	0	799	1537	1133	938	1055	877	911	819	960	0	1073	932	0	1010	0	0	937	0	909	924	972	913	989	961	1137	1316	1091	1309	864	1344	1070	1090	1012	1037	896	0	0	1118	878	1027
"C3_00280C_A"	"Ca22chr3A_C_albicans_SC5314"	36189	38813	"-"	2625	"C3_00280C_A"	"ULP3"	"%28orf19.5441%29%20SUMO%20deconjugation%20enzyme%20that%20removes%20the%20small%20ubiquitin-like%20modifier%20%28SUMO%29%20from%20proteins"	533	599	360	0	413	1026	524	458	462	578	543	419	419	0	466	596	0	415	0	0	569	0	481	551	528	565	589	529	446	356	412	412	484	395	402	518	473	435	479	0	0	459	502	457
"C3_00290W_A"	"Ca22chr3A_C_albicans_SC5314"	39195	40520	"+"	1326	"C3_00290W_A"	"RPT2"	"%28orf19.5440%29%20Putative%20ATPase%20of%20the%2019S%20regulatory%20particle%20of%20the%2026S%20proteasome%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20Spider%20biofilm%20repressed"	2943	1884	1867	0	2261	3763	2158	2418	2465	2159	2582	2342	2053	1	1911	2464	0	2049	0	0	1910	0	2035	2836	2184	2032	2033	2039	2146	2258	2024	2173	2266	2335	1911	2181	2128	2100	2163	0	0	1926	2598	2223
"C3_00300W_A"	"Ca22chr3A_C_albicans_SC5314"	40606	42942	"+"	2337	"C3_00300W_A"	NA	"%28orf19.5439%29%20Ortholog%20of%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_504010%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_80270%2C%20Lodderomyces%20elongisporus%20NRLL%20YB-4239%20%3A%20LELG_02294%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_29581"	440	1050	422	0	392	1654	765	445	599	989	473	689	663	0	471	1191	0	561	0	0	889	0	652	436	719	967	700	720	651	488	433	604	753	477	739	746	738	736	702	1	0	697	391	715
"C3_00310C_A"	"Ca22chr3A_C_albicans_SC5314"	42951	43340	"-"	390	"C3_00310C_A"	NA	"%28orf19.5438%29%20Putative%20ubiquitin-protein%20ligase%3B%20role%20in%20protein%20sumoylation%2C%20protein%20ubiquitination%3B%20Spider%20biofilm%20induced"	129	337	141	0	86	600	193	133	173	306	139	251	172	0	137	360	0	149	0	0	299	0	214	132	253	257	233	206	177	145	124	173	268	140	182	200	158	212	257	0	0	168	100	182
"C3_00320W_A"	"Ca22chr3A_C_albicans_SC5314"	45115	45879	"+"	765	"C3_00320W_A"	"RHR2"	"%28orf19.5437%29%20Glycerol%203-phosphatase%3B%20roles%20in%20osmotic%20tolerance%2C%20glycerol%20accumulation%20in%20response%20to%20salt%3B%20Spider%2Fflow%20model%20biofilm%20induced%3B%20regulated%20by%20macrophage%2C%20stress%2C%20yeast-hyphal%20switch%2C%20pheromone%2C%20Gcn4%2C%20Hog1%2C%20Nrg1%2C%20Tup1"	7257	5644	4719	0	4578	11795	2976	5301	4357	6843	5724	6354	4282	0	4517	7250	0	4375	0	0	5551	0	4834	7390	5010	5446	5410	4381	3630	2637	4099	4515	7483	2592	4705	3748	5531	3974	7798	0	0	4951	5447	5008
"C3_00330W_A"	"Ca22chr3A_C_albicans_SC5314"	46161	48251	"+"	2091	"C3_00330W_A"	"UTP8"	"%28orf19.5436%29%20Essential%20nucleolar%20protein%3B%20involved%20in%20tRNA%20export%20from%20the%20nucleus%20and%20ribosomal%20small%20subunit%20biogenesis%3B%20physically%20interacts%20with%20TAP-tagged%20Nop1%3B%20Spider%20biofilm%20induced"	4236	2513	3077	0	3292	4334	2984	3522	2362	2508	3530	2086	1974	0	3317	2691	0	2253	0	0	2402	1	2064	4009	2482	2443	2503	3125	2263	2524	3166	2796	2076	2713	2465	3179	2367	2791	2315	0	0	2631	3515	2391
"C3_00340W_A"	"Ca22chr3A_C_albicans_SC5314"	48422	48775	"+"	354	"C3_00340W_A"	NA	"%28orf19.5433%29%20Ortholog%28s%29%20have%20protein%20binding%20involved%20in%20protein%20folding%20activity%2C%20role%20in%20mitochondrial%20respiratory%20chain%20complex%20III%20assembly%20and%20mitochondrial%20matrix%20localization"	339	251	288	0	298	521	356	327	421	325	328	302	378	0	212	332	0	314	0	0	269	0	235	322	211	239	221	318	367	267	245	284	243	276	280	359	383	327	287	0	0	310	314	371
"C3_00350W_A"	"Ca22chr3A_C_albicans_SC5314"	48915	49538	"+"	624	"C3_00350W_A"	"TPT1"	"%28orf19.5432%29%20tRNA%202%27-phosphotransferase%3B%20enzyme%20of%20tRNA%20splicing%3B%20functionally%20complements%20viability%20of%20S.%20cerevisiae%20tpt1%20null%20mutant"	689	457	460	0	520	886	814	609	754	531	616	336	595	0	558	544	0	693	0	0	471	0	317	636	350	445	341	820	760	543	565	539	380	598	702	883	641	696	363	0	0	684	670	652
"C3_00360W_A"	"Ca22chr3A_C_albicans_SC5314"	51706	52413	"+"	708	"C3_00360W_A"	NA	"%28orf19.5431%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20Spider%20biofilm%20induced"	1059	597	587	0	771	1004	3289	853	3127	548	901	499	1901	0	595	545	0	2723	0	0	602	0	558	969	560	611	616	3127	2851	816	816	824	542	853	1673	2950	1929	2091	518	0	0	1707	1045	1851
"C3_00370C_A"	"Ca22chr3A_C_albicans_SC5314"	52683	53342	"-"	660	"C3_00370C_A"	"BUD21"	"%28orf19.5430%29%20Small-subunit%20processome%20component%3B%20repressed%20by%20prostaglandins"	1324	991	999	0	1190	1869	1083	1283	787	1048	1301	763	772	0	1074	1200	0	818	0	0	991	0	815	1434	936	943	938	1045	861	887	1019	941	803	860	868	1046	882	868	788	0	0	875	1140	883
"C3_00380C_A"	"Ca22chr3A_C_albicans_SC5314"	53465	55492	"-"	2028	"C3_00380C_A"	NA	"%28orf19.5429%29%20Ortholog%28s%29%20have%20DNA%20replication%20origin%20binding%2C%20ubiquitin-protein%20transferase%20activity"	351	534	520	0	333	736	482	320	425	423	309	348	392	0	553	476	0	398	0	0	514	0	485	374	506	508	547	465	424	613	478	608	427	587	433	469	392	475	409	0	0	473	311	419
"C3_00390W_A"	"Ca22chr3A_C_albicans_SC5314"	55651	56463	"+"	813	"C3_00390W_A"	NA	"%28orf19.5428%29%20Putative%20Golgi%20membrane%20protein%20with%20a%20predicted%20role%20in%20manganese%20homeostasis%3B%20Hap43p-repressed%20gene%3B%20clade-associated%20gene%20expression"	60	127	80	0	53	243	114	73	125	138	87	100	134	0	102	149	0	130	0	0	127	0	100	54	99	117	81	95	124	98	109	106	82	103	131	127	138	127	91	0	0	125	63	130
"C3_00400C_A"	"Ca22chr3A_C_albicans_SC5314"	56493	59342	"-"	2850	"C3_00400C_A"	NA	"%28orf19.5426%29%20Putative%20patatin-like%20phospholipase%3B%20macrophage-regulated%20gene%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	224	1310	1032	0	140	1539	1014	187	678	890	193	605	480	0	1110	971	0	494	0	0	1185	0	1123	214	1262	1304	1307	878	619	1035	1096	877	826	1050	593	1058	459	691	870	0	0	551	213	512
"C3_00410C_A"	"Ca22chr3A_C_albicans_SC5314"	59698	60243	"-"	546	"C3_00410C_A"	NA	"%28orf19.5424%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_02376"	21	11	17	0	13	26	12	10	19	3	24	3	5	0	25	13	0	12	0	0	19	0	10	22	5	16	8	23	6	8	13	10	12	12	11	12	10	9	9	0	0	21	11	12
"C3_00420W_A"	"Ca22chr3A_C_albicans_SC5314"	59837	62410	"+"	2574	"C3_00420W_A"	NA	"%28orf19.5425%29%20Ortholog%28s%29%20have%203%27-tRNA%20processing%20endoribonuclease%20activity%2C%20role%20in%20mitochondrial%20tRNA%203%27-end%20processing%2C%20nuclear%20tRNA%203%27-trailer%20cleavage%2C%20endonucleolytic%20and%20mitochondrion%2C%20nucleus%20localization"	2016	1204	1479	0	1506	2198	1629	1623	1488	1233	1622	916	1305	0	1438	1427	0	1418	0	0	1109	0	896	1840	1108	1212	1040	1855	1357	1151	1584	1247	1004	1137	1293	1760	1450	1525	1015	0	0	1370	1681	1503
"C3_00430W_A"	"Ca22chr3A_C_albicans_SC5314"	62513	63145	"+"	633	"C3_00430W_A"	"EST3"	"%28orf19.5423%29%20Telomerase%20subunit%3B%20required%20for%20telomere%20maintenance%20in%20vivo%3B%20separable%20roles%20in%20telomerase%20activity%20and%20processivity%3B%20not%20required%20for%20catalytic%20activity%20in%20vitro%3B%20related%20to%20mammalian%20Tpp1p"	65	66	47	0	51	109	72	64	76	76	51	25	90	0	61	94	0	70	0	0	57	0	46	46	52	82	39	85	100	83	47	78	38	47	88	89	78	120	48	0	0	109	48	88
"C3_00440W_A"	"Ca22chr3A_C_albicans_SC5314"	63282	63911	"+"	630	"C3_00440W_A"	NA	"%28orf19.5422%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_80400%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_06188%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_02379"	78	118	44	0	83	197	125	68	181	106	89	70	157	0	71	112	0	143	0	0	87	0	55	66	60	95	64	146	146	101	66	90	58	93	141	168	144	142	66	0	0	139	83	134
"C3_00450C_A"	"Ca22chr3A_C_albicans_SC5314"	63988	65094	"-"	1107	"C3_00450C_A"	NA	"%28orf19.5420%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20ribosome%20activity%2C%20role%20in%20mitochondrial%20translation%20and%20mitochondrial%20large%20ribosomal%20subunit%20localization"	2839	1945	2417	0	2035	3971	2786	2408	2918	2106	2527	2422	2703	0	2567	2488	0	2588	0	0	1907	0	2011	2797	1883	1916	2168	2742	2693	2592	2866	2583	2418	2729	2505	2994	2791	2707	2295	0	0	2437	2561	2858
"C3_00460W_A"	"Ca22chr3A_C_albicans_SC5314"	65437	66054	"+"	618	"C3_00460W_A"	"ATP5"	"%28orf19.5419%29%20Putative%20F0-ATP%20synthase%20FO%20subunit%20B%3B%20caspofungin%20repressed%3B%20protein%20level%20decreased%20in%20stationary%20phase%20yeast%20cultures%3B%20Spider%20biofilm%20repressed"	3337	3436	2725	0	2489	9443	4297	2688	4646	5389	2939	5266	4490	0	2908	5757	0	3855	0	0	3385	0	2851	3257	2573	3128	2361	3944	4439	2849	3064	2909	4289	3093	4305	4302	4592	4821	3706	0	0	4606	3042	4744
"C3_00470W_A"	"Ca22chr3A_C_albicans_SC5314"	66463	67896	"+"	1434	"C3_00470W_A"	NA	"%28orf19.5418%29%20Ortholog%28s%29%20have%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport"	1200	1007	637	0	1041	1925	1395	1176	1412	1083	1248	750	1398	0	720	1244	0	1304	0	0	898	0	594	1129	791	840	631	1331	1332	831	721	821	809	841	1296	1423	1519	1316	747	0	0	1261	1143	1560
"C3_00480C_A"	"Ca22chr3A_C_albicans_SC5314"	68046	68837	"-"	792	"C3_00480C_A"	"DOT5"	"%28orf19.5417%29%20Putative%20nuclear%20thiol%20peroxidase%3B%20alkaline%20downregulated%3B%20sumoylation%20target%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	1295	1830	2402	0	661	2986	2415	781	2527	1838	792	1158	2289	0	2458	1707	0	2143	0	0	1769	0	1541	1253	1795	1806	1597	2297	2695	2468	2322	2522	1316	2536	2729	2500	2111	3109	1463	0	0	2774	1158	2323
"C3_00490W_A"	"Ca22chr3A_C_albicans_SC5314"	70068	71693	"+"	1626	"C3_00490W_A"	"ESA1"	"%28orf19.5416%29%20Subunit%20of%20the%20NuA4%20histone%20acetyltransferase%20complex%3B%20member%20of%20MYST%20family%3B%20Spider%20biofilm%20induced"	639	1800	1671	0	543	2213	1522	627	1305	1368	635	1403	963	0	1735	1537	0	1167	0	0	1721	0	2082	620	2117	1826	2203	1439	1255	1943	1819	2001	1784	1941	1267	1545	958	1370	1924	0	0	1210	607	900
"C3_00500C_A"	"Ca22chr3A_C_albicans_SC5314"	71714	72883	"-"	1170	"C3_00500C_A"	NA	"%28orf19.5413%29%20Ortholog%28s%29%20have%20role%20in%20mRNA%20splicing%2C%20via%20spliceosome%20and%20Prp19%20complex%2C%20spliceosomal%20complex%20localization"	472	755	623	0	372	1050	563	436	519	667	443	462	438	0	573	714	0	448	0	0	734	0	624	448	735	791	671	501	383	626	572	723	494	689	569	617	492	586	527	0	0	546	415	485
"C3_00510W_A"	"Ca22chr3A_C_albicans_SC5314"	73019	74104	"+"	1086	"C3_00510W_A"	NA	"%28orf19.5412%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20ECM9%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0L02255g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_80470%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_503390%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_133107"	321	478	329	0	283	841	400	302	359	512	340	288	297	0	418	522	0	294	0	0	482	0	364	267	386	493	362	423	297	463	365	452	314	466	416	499	360	454	330	0	0	407	278	399
"C3_00520W_A"	"Ca22chr3A_C_albicans_SC5314"	74279	74863	"+"	585	"C3_00520W_A"	NA	"%28orf19.5411%29%20Ortholog%28s%29%20have%20NEDD8%20transferase%20activity%20and%20role%20in%20protein%20neddylation"	423	568	478	0	308	917	816	402	737	583	406	461	614	0	528	607	0	646	0	0	532	0	421	395	423	518	435	709	785	556	480	543	441	556	697	823	670	744	447	0	0	718	419	698
"C3_00530C_A"	"Ca22chr3A_C_albicans_SC5314"	74962	76422	"-"	1461	"C3_00530C_A"	NA	"%28orf19.5410%29%20Ortholog%28s%29%20have%20microtubule%20plus-end%20binding%20activity"	643	667	637	0	482	944	749	574	678	590	522	413	554	0	711	584	0	568	0	0	631	0	462	602	475	619	506	729	622	747	736	692	464	741	689	847	583	686	474	0	0	643	633	595
"C3_00540C_A"	"Ca22chr3A_C_albicans_SC5314"	77128	77889	"-"	762	"C3_00540C_A"	"IST1"	"%28orf19.5409%29%20Protein%20with%20a%20positive%20role%20in%20the%20multivesicular%20body%20sorting%20pathway%3B%20rat%20catheter%20biofilm%20repressed"	208	284	201	0	192	521	349	240	326	317	171	213	284	0	207	337	0	292	0	0	328	0	207	208	233	304	191	283	331	315	205	284	214	326	320	343	303	358	179	0	0	309	191	291
"C3_00550C_A"	"Ca22chr3A_C_albicans_SC5314"	78180	80270	"-"	2091	"C3_00550C_A"	"HRK1"	"%28orf19.5408%29%20Putative%20serine%2Fthreonine%20kinase%3B%20predicted%20role%20in%20cellular%20ion%20homeostasis%3B%20Spider%20biofilm%20repressed"	1638	1792	1974	0	1337	2790	2326	1652	2297	1727	1516	1298	2050	0	2078	1849	0	1859	0	0	1707	0	1376	1607	1624	1734	1557	2248	2270	2595	2219	2648	1501	2623	2287	2313	2113	2539	1453	0	0	2178	1585	2232
"C3_00560C_A"	"Ca22chr3A_C_albicans_SC5314"	81718	83028	"-"	1311	"C3_00560C_A"	"SOF1"	"%28orf19.5407%29%20Putative%20protein%20with%20a%20predicted%20role%20in%2040S%20ribosomal%20subunit%20biogenesis%3B%20rat%20catheter%20biofilm%20induced"	3187	2085	2514	0	2377	3450	2437	2648	2011	2053	2755	1936	1643	0	2749	2266	0	1862	0	0	1942	0	2201	3103	2284	1985	2405	2745	1920	2478	2693	2562	2141	2511	2165	2509	1915	2373	2278	0	0	2144	2725	1939
"C3_00570C_A"	"Ca22chr3A_C_albicans_SC5314"	83705	85030	"-"	1326	"C3_00570C_A"	NA	"%28orf19.5406%29%20Predicted%20plasma%20membrane%20associated%20protein%20phosphatase%3B%20required%20for%20normal%20filamentous%20growth%3B%20mRNA%20binds%20She3%20and%20is%20localized%20to%20hyphal%20tips"	1449	1103	1297	0	1183	1567	1325	1387	1104	880	1340	663	841	0	1453	998	0	980	0	0	1065	0	913	1419	1096	1096	1119	1491	1021	1232	1398	1327	845	1230	1092	1402	921	1102	927	0	0	1147	1302	952
"C3_00580W_A"	"Ca22chr3A_C_albicans_SC5314"	88912	92647	"+"	3736	"C3_00580W_A"	"FLO9"	"%28orf19.5404.1%29%20Putative%20adhesin-like%20cell%20wall%20mannoprotein%3B%20repressed%20during%20the%20mating%20process%3B%20mutation%20confers%20hypersensitivity%20to%20toxic%20ergosterol%20analog%3B%20decreased%20transcription%20is%20observed%20upon%20fluphenazine%20treatment"	755	679	402	0	561	1121	729	632	804	702	638	430	624	0	404	767	0	698	0	0	632	0	460	758	561	609	516	716	718	412	509	428	464	497	606	749	654	642	484	0	0	589	703	657
"C3_00590W_A"	"Ca22chr3A_C_albicans_SC5314"	90951	91517	"+"	567	"C3_00590W_A"	NA	"%28orf19.5402%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_02394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3_00600W_A"	"Ca22chr3A_C_albicans_SC5314"	95652	97187	"+"	1536	"C3_00600W_A"	"IFF11"	"%28orf19.5399%29%20Secreted%20protein%20required%20for%20normal%20cell%20wall%20structure%20and%20for%20virulence%3B%20member%20of%20the%20IFF%20family%3B%20Hap43p-repressed%20gene"	11	17	29	0	12	23	27	25	37	16	20	8	31	0	26	11	0	31	0	0	20	0	13	22	16	14	24	26	41	27	19	37	9	27	38	39	37	41	12	0	0	41	14	35
"C3_00610W_A"	"Ca22chr3A_C_albicans_SC5314"	97647	98375	"+"	729	"C3_00610W_A"	NA	"%28orf19.5397%29%20Putative%20conserved%20oligomeric%20Golgi%20complex%20subunit%3B%20decreased%20transcription%20is%20observed%20upon%20fluphenazine%20treatment"	263	475	304	0	311	734	416	315	443	487	298	448	418	0	404	506	0	398	0	0	491	0	456	268	397	479	461	348	498	455	422	485	435	496	434	389	432	457	384	0	0	479	297	441
"C3_00620C_A"	"Ca22chr3A_C_albicans_SC5314"	98473	98888	"-"	416	"C3_00620C_A"	NA	"%28orf19.5394.1%29%20Ortholog%28s%29%20have%20role%20in%20mitochondrial%20respiratory%20chain%20complex%20IV%20assembly%20and%20integral%20component%20of%20mitochondrial%20inner%20membrane%2C%20mitochondrial%20intermembrane%20space%20localization"	169	685	530	0	161	953	278	200	413	634	200	861	303	0	630	520	0	337	0	0	627	0	1037	164	797	602	853	271	342	686	516	691	911	802	310	362	326	348	778	0	0	334	172	310
"C3_00630W_A"	"Ca22chr3A_C_albicans_SC5314"	99338	103045	"+"	3708	"C3_00630W_A"	NA	"%28orf19.5395%29%20Ortholog%28s%29%20have%20role%20in%20early%20endosome%20to%20late%20endosome%20transport%2C%20regulation%20of%20protein%20complex%20assembly%2C%20vacuolar%20acidification%20and%20RAVE%20complex%2C%20extrinsic%20component%20of%20membrane%20localization"	402	1180	722	0	388	1592	699	442	557	913	393	819	540	0	767	1062	0	572	0	0	990	0	1028	414	977	985	995	617	591	1102	799	1028	1065	992	676	705	497	709	1003	0	0	614	410	559
"C3_00640W_A"	"Ca22chr3A_C_albicans_SC5314"	103831	105315	"+"	1485	"C3_00640W_A"	NA	"%28orf19.5393%29%20Putative%20cysteine%20sulfinate%20decarboxylase%3B%20transcript%20positively%20regulated%20by%20Tbf1%3B%20Spider%20biofilm%20induced"	2085	1430	1452	0	1445	2082	1636	1605	1544	1084	1535	999	1081	0	1606	1415	0	1410	0	0	1354	0	1110	1940	1109	1370	1142	1629	1459	1002	1417	1147	963	1063	1255	1625	1275	1292	1193	0	0	1366	1783	1174
"C3_00650W_A"	"Ca22chr3A_C_albicans_SC5314"	107369	108898	"+"	1530	"C3_00650W_A"	"NGT1"	"%28orf19.5392%29%20N-acetylglucosamine%20%28GlcNAc%29-specific%20transporter%3B%20role%20in%20GlcNAc%20%28but%20not%20serum%29%20induced%20hyphal%20growth%3B%20localizes%20to%20plasma%20membrane%3B%20induced%20by%20GlcNAc%2C%20macrophage%20engulfment%3B%2012%20transmembrane%2C%20major%20facilitator%20superfamily"	274	109	141	0	194	220	145	208	201	116	237	144	124	0	128	143	0	134	0	0	113	0	112	300	117	107	144	152	191	111	139	101	161	129	96	179	110	117	166	0	0	116	255	118
"C3_00660W_A"	"Ca22chr3A_C_albicans_SC5314"	109086	112745	"+"	3660	"C3_00660W_A"	NA	"%28orf19.5391%29%20Predicted%20RNA%20splicing%20and%20ER%20to%20Golgi%20transport%20protein%3B%20Hap43-induced%20gene"	862	655	556	0	885	1024	734	955	611	621	905	454	600	0	642	736	0	591	0	0	602	0	434	811	470	623	451	701	511	552	561	585	506	535	643	675	694	704	470	0	0	814	828	643
"C3_00670C_A"	"Ca22chr3A_C_albicans_SC5314"	113161	115300	"-"	2140	"C3_00670C_A"	"FKH2"	"%28orf19.5389%29%20Forkhead%20transcription%20factor%3B%20morphogenesis%20regulator%3B%20required%20for%20wild-type%20hyphal%20transcription%2C%20cell%20separation%2C%20and%20for%20virulence%20in%20cell%20culture%3B%20mutant%20lacks%20true%20hyphae%2C%20is%20constitutively%20pseudohyphal%3B%20upregulated%20in%20RHE%20model"	584	732	861	0	511	1006	941	617	849	548	577	413	637	0	960	707	0	706	0	0	715	0	568	570	664	804	687	1049	741	1083	1045	1126	487	1002	804	931	726	836	547	0	0	843	635	708
"C3_00680C_A"	"Ca22chr3A_C_albicans_SC5314"	113161	113604	"-"	444	"C3_00680C_A"	NA	"%28orf19.5390%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_02403"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3_00690C_A"	"Ca22chr3A_C_albicans_SC5314"	116945	118288	"-"	1344	"C3_00690C_A"	"SWD1"	"%28orf19.5388%29%20Ortholog%28s%29%20have%20histone%20methyltransferase%20activity%20%28H3-K4%20specific%29%20activity"	501	666	605	0	403	947	675	493	607	621	444	424	554	0	734	595	0	514	0	0	632	0	585	512	532	634	564	678	612	757	648	679	423	703	659	830	602	831	447	0	0	688	453	609
"C3_00700W_A"	"Ca22chr3A_C_albicans_SC5314"	118533	122573	"+"	4041	"C3_00700W_A"	"VPS8"	"%28orf19.5387%29%20Putative%20vacuolar%20sorting%20protein%3B%20downregulated%20upon%20adherence%20to%20polystyrene"	212	316	213	0	200	448	290	185	286	274	202	202	303	0	204	334	0	320	0	0	342	0	181	194	229	285	232	326	287	270	250	246	216	240	293	265	287	288	228	0	0	330	234	314
"C3_00710W_A"	"Ca22chr3A_C_albicans_SC5314"	123503	126820	"+"	3318	"C3_00710W_A"	"CHS8"	"%28orf19.5384%29%20Chitin%20synthase%20required%20for%20synthesis%20of%20long-chitin%20fibrils%3B%20nonessential%3B%208%20or%209%20membrane%20spanning%20regions%3B%20mRNA%20present%20in%20yeast%20and%20hyphae%3B%20induced%20during%20cell%20wall%20regeneration%3B%20flow%20model%20biofilm%20repressed"	2938	1349	1241	0	2131	2851	2126	2378	2936	1539	2326	1576	2378	0	1326	2005	0	2553	0	0	1207	0	842	2765	950	1352	841	2294	2603	1377	1561	1377	1674	1526	1498	2215	2348	1589	1533	0	0	1464	2736	2440
