"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_2_TR_24"	"CEC3609_3_TR_3"	"NI_3_TR_3"	"CEC3609_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3672_2_TR_24"	"CEC3609_2_FP_6"	"CEC3609_1_FP_6"	"CEC3672_1_FP_24"	"CEC3609_2_FP_3"	"NI_2_TR_6"	"CEC3609_1_TR_24"	"CEC3672_1_TR_3"	"CEC3609_2_TR_6"	"NI_1_TR_24"	"CEC3672_1_TR_6"	"CEC3672_1_FP_3"	"CEC3672_3_TR_6"	"CEC3672_2_TR_3"	"CEC3609_3_FP_3"	"CEC3672_3_FP_3"	"CEC3609_2_TR_3"	"CEC3672_1_FP_6"	"NI_2_TR_24"	"CEC3672_2_FP_3"	"CEC3609_1_TR_3"	"CEC3672_2_FP_24"	"CEC3672_2_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_FP_3"	"CEC3609_1_FP_24"	"CEC3672_1_TR_24"	"CEC3672_3_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3672_2_TR_6"	"CEC3609_3_FP_24"	"CEC3672_3_FP_6"	"CEC3609_3_TR_24"	"NI_3_TR_24"
"C3_07890W_A"	"Ca22chr3A_C_albicans_SC5314"	1781080	1781346	"+"	267	"C3_07890W_A"	"TIM8"	"%28orf19.6183%29%20Predicted%20mitochondrial%20intermembrane%20space%20protein%20with%20role%20in%20protein%20import%20into%20mitochondrial%20inner%20membrane%20and%20cytosol"	159	187	0	135	179	179	0	304	148	141	113	191	0	188	131	138	0	131	197	129	163	241	203	245	165	0	178	214	121	126	109	241	116	149	141	0	0	121	155	193	103	155	208	0
"C3_07900C_A"	"Ca22chr3A_C_albicans_SC5314"	1781343	1782407	"-"	1065	"C3_07900C_A"	NA	"%28orf19.6186%29%20Predicted%20protein%20of%20unknown%20function%3B%20overlaps%20orf19.6185"	153	262	0	288	228	198	0	455	252	360	217	191	0	167	251	304	0	306	256	327	313	204	302	281	295	0	294	283	250	253	172	233	219	254	244	0	0	245	302	408	193	269	125	0
"C3_07910W_A"	"Ca22chr3A_C_albicans_SC5314"	1782289	1783212	"+"	924	"C3_07910W_A"	NA	"%28orf19.6185%29%20Putative%20pseudouridine-5%27-phosphate%20glycosidase%3B%20overlaps%20orf19.6186%20and%20orf19.6187%3B%20Spider%20biofilm%20repressed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3_07920W_A"	"Ca22chr3A_C_albicans_SC5314"	1782289	1784314	"+"	2026	"C3_07920W_A"	NA	"%28orf19.6187%29%20possible%20pseudouridine%20monophosphate%20glycosidase%3B%20overlaps%20orf19.6185%20and%20orf19.618%3B%20has%20intron%3B%20Spider%20biofilm%20repressed"	398	598	0	394	442	325	0	1048	481	584	541	399	0	432	561	475	0	560	577	671	675	473	595	641	614	0	549	609	551	657	424	618	418	577	660	0	0	587	538	708	428	519	437	1
"C3_07930C_A"	"Ca22chr3A_C_albicans_SC5314"	1783243	1783560	"-"	318	"C3_07930C_A"	NA	"%28orf19.6188%29%20Putative%20adhesin-like%20protein"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3_07940W_A"	"Ca22chr3A_C_albicans_SC5314"	1784362	1785075	"+"	714	"C3_07940W_A"	NA	"%28orf19.6189%29%20Chalcone%20related%20protein%20family%3B%20flow%20model%20biofilm%20induced"	900	631	0	828	1029	768	0	1819	913	1173	1039	629	0	944	966	889	0	1087	1007	843	1227	732	1080	719	1142	0	1083	778	947	1084	876	765	899	965	1229	0	0	991	1001	1091	903	917	891	0
"C3_07950C_A"	"Ca22chr3A_C_albicans_SC5314"	1785089	1786177	"-"	1089	"C3_07950C_A"	"SRB1"	"%28orf19.6190%29%20Essential%20GDP-mannose%20pyrophosphorylase%3B%20makes%20GDP-mannose%20for%20protein%20glycosylation%3B%20functional%20in%20S.%20cerevisiae%20psa1%3B%20on%20yeast-form%2C%20not%20hyphal%20cell%20surface%3B%20alkaline%20induced%3B%20induced%20on%20adherence%20to%20polystyrene%3B%20Spider%20biofilm%20repressed"	3380	11508	0	2709	5690	2571	0	9992	3495	4016	3314	9589	0	3626	5956	3538	0	5714	7780	5692	6722	10773	7217	12676	5870	0	8133	12496	3102	5403	2167	12305	1972	5495	6402	0	0	3274	3826	5897	2025	5165	4072	0
"C3_07970C_A"	"Ca22chr3A_C_albicans_SC5314"	1787605	1788114	"-"	510	"C3_07970C_A"	"TLO8"	"%28orf19.6191%29%20Member%20of%20a%20family%20of%20telomere-proximal%20genes%20of%20unknown%20function%3B%20may%20be%20spliced%20in%20vivo"	123	432	0	117	113	112	0	165	130	158	99	380	0	165	111	165	0	96	162	76	122	384	140	497	114	0	132	473	88	103	137	535	137	91	93	0	0	118	148	107	159	104	142	0
"C3_07980C_A"	"Ca22chr3A_C_albicans_SC5314"	1795809	1796210	"-"	402	"C3_07980C_A"	NA	"%28orf19.6192%29%20Protein%20of%20unknown%20function%3B%20Plc1-regulated%3B%20transcript%20detected%20in%20high-resolution%20tiling%20arrays"	1	2	0	1	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	1	0	0	0	3	0	0	0	3	0	0	1	3	3	1	0	0	0	0	0	0	3	0	7	0
"C4_00010W_A"	"Ca22chr4A_C_albicans_SC5314"	983	1660	"+"	678	"C4_00010W_A"	"TLO9"	"%28orf19.362%29%20Member%20of%20a%20family%20of%20telomere-proximal%20genes%20of%20unknown%20function%3B%20Hap43p-repressed%20gene"	598	906	0	463	683	419	0	1147	553	575	591	836	0	619	697	487	0	598	637	513	758	958	690	893	654	0	674	896	637	628	566	1043	580	663	605	0	0	682	586	637	613	571	621	0
"C4_00020W_A"	"Ca22chr4A_C_albicans_SC5314"	2845	3891	"+"	1047	"C4_00020W_A"	"VMA6"	"%28orf19.364%29%20Putative%20vacuolar%20H%2B-ATPase%20subunit%3B%20required%20for%20proper%20vacuolar%20ATPase%20assembly%20and%20vacuolar%20functions%3B%20Spider%20biofilm%20repressed"	906	1872	0	840	1715	836	0	2503	836	1173	1084	1421	0	1031	1279	782	0	1268	1408	1075	1675	1411	1412	1595	1234	0	1633	1784	1035	1122	841	1613	1024	1257	1348	0	0	1091	976	1174	937	1237	1006	0
"C4_00030C_A"	"Ca22chr4A_C_albicans_SC5314"	3894	4904	"-"	1011	"C4_00030C_A"	NA	"%28orf19.366%29%20Ortholog%28s%29%20have%20double-stranded%20DNA%20binding%20activity%2C%20role%20in%20DNA%20damage%20checkpoint%2C%20double-strand%20break%20repair%2C%20reciprocal%20meiotic%20recombination%20and%20checkpoint%20clamp%20complex%20localization"	520	492	0	582	652	475	0	1111	550	642	605	289	0	526	657	587	0	728	614	690	876	404	663	566	621	0	689	561	611	795	504	474	573	624	693	0	0	677	649	852	649	657	470	0
"C4_00040W_A"	"Ca22chr4A_C_albicans_SC5314"	5033	7435	"+"	2403	"C4_00040W_A"	"CNH1"	"%28orf19.367%29%20Na%2B%2FH%2B%20antiporter%3B%20required%20for%20wild-type%20growth%2C%20cell%20morphology%2C%20and%20virulence%20in%20a%20mouse%20model%20of%20systemic%20infection%3B%20not%20transcriptionally%20regulated%20by%20NaCl%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	3267	2909	0	2131	1792	1808	0	5106	2081	2203	3091	2295	0	3052	2218	2496	0	2381	2392	2614	2471	2392	2319	3271	2381	0	2472	3291	3270	2437	3089	3065	3947	2811	3462	1	0	3273	2158	2614	3878	2274	2835	0
"C4_00050W_A"	"Ca22chr4A_C_albicans_SC5314"	7507	8355	"+"	849	"C4_00050W_A"	NA	"%28orf19.371%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_40110%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_402300%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_94507%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2F05588g"	599	246	0	511	435	478	0	1185	619	739	531	220	0	540	407	527	0	494	373	422	438	278	421	281	480	0	457	280	565	457	513	258	592	661	689	0	0	630	690	540	617	449	527	0
"C4_00060W_A"	"Ca22chr4A_C_albicans_SC5314"	8369	8995	"+"	627	"C4_00060W_A"	NA	"%28orf19.372%29%20Putative%20protein%20of%20unknown%20function%3B%20Hap43p-repressed%20gene"	196	107	0	244	140	195	0	295	258	271	181	88	0	189	117	216	0	125	167	125	160	82	153	109	196	0	128	112	197	165	223	114	229	161	163	0	0	195	297	180	195	139	179	0
"C4_00070C_A"	"Ca22chr4A_C_albicans_SC5314"	8937	11315	"-"	2379	"C4_00070C_A"	NA	"%28orf19.374%29%20Ortholog%28s%29%20have%20role%20in%20protein%20transport%20to%20vacuole%20involved%20in%20ubiquitin-dependent%20protein%20catabolic%20process%20via%20the%20multivesicular%20body%20sorting%20pathway"	1845	1459	0	1457	1187	1306	0	3551	1381	1697	2268	1026	0	1711	1344	1781	0	1426	1323	1445	1608	1129	1437	1575	1547	0	1401	1587	2254	1539	1826	1437	2357	1970	2449	0	0	2415	1582	1698	2491	1281	1553	0
"C4_00080C_A"	"Ca22chr4A_C_albicans_SC5314"	11383	12630	"-"	1248	"C4_00080C_A"	NA	"%28orf19.376%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20Spider%20biofilm%20induced"	1787	235	0	1084	177	948	0	2894	645	933	1488	117	0	1613	213	1085	0	585	220	439	220	152	264	241	444	0	224	269	1623	392	1560	186	1698	1577	1963	0	0	1653	796	617	1703	353	1859	0
"C4_00090W_A"	"Ca22chr4A_C_albicans_SC5314"	12793	14309	"+"	1517	"C4_00090W_A"	"PHR3"	"%28orf19.377%29%20Putative%20beta-1%2C3-glucanosyltransferase%20with%20similarity%20to%20the%20A.%20fumigatus%20GEL%20family%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	1390	839	0	1625	1387	1331	0	2442	1351	1773	1504	531	0	1215	1704	1877	0	2255	1355	2043	1920	586	1400	961	1660	0	1395	993	1531	1578	1586	817	1940	1322	1447	0	0	1519	1712	2481	1824	1280	1221	0
"C4_00100C_A"	"Ca22chr4A_C_albicans_SC5314"	14306	15706	"-"	1401	"C4_00100C_A"	NA	"%28orf19.5633%29%20F-box%20domain-containing%20protein%3B%20flow%20model%20biofilm%20induced"	1006	467	0	995	1051	967	0	1322	904	990	1104	416	0	857	1126	1123	0	1184	875	1385	1108	461	873	485	1014	0	863	568	1045	914	930	530	1210	775	885	0	0	940	1118	1190	1149	798	639	0
"C4_00110C_A"	"Ca22chr4A_C_albicans_SC5314"	15792	17456	"-"	1665	"C4_00110C_A"	"FRP1"	"%28orf19.5634%29%20Ferric%20reductase%3B%20alkaline-induced%20by%20Rim101%3B%20iron-chelation-induced%20by%20CCAAT-binding%20factor%3B%20fluconazole-repressed%3B%20ciclopirox-%2C%20hypoxia-%2C%20Hap43-induced%3B%20colony%20morphology-related%20regulation%20by%20Ssn6%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	3921	2759	0	7137	2876	6779	0	4492	4857	5595	2587	1930	0	3051	3033	7557	0	1987	2603	2002	3406	2182	2544	2895	1752	0	2749	3069	2576	1936	5669	2221	6552	2552	2593	0	0	2560	5593	2131	6125	1692	2337	0
"C4_00120W_A"	"Ca22chr4A_C_albicans_SC5314"	17803	18462	"+"	660	"C4_00120W_A"	"PGA7"	"%28orf19.5635%29%20GPI-linked%20hyphal%20surface%20antigen%3B%20induced%20by%20ciclopirox%20olamine%2C%20ketoconazole%2C%20Rim101%20at%20pH%208%3B%20Hap43%2C%20fluconazole%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced%3B%20required%20for%20RPMI%20biofilm%3B%20Bcr1-induced%20in%20a%2Fa%20biofilm"	2487	2867	0	3495	1275	3158	0	2901	2419	2749	1078	1640	0	1809	1564	4103	0	843	1308	724	1836	1971	1385	3138	617	0	1522	3105	1028	668	3416	1980	3944	1566	1600	0	0	1083	2831	962	3689	625	1443	0
"C4_00130W_A"	"Ca22chr4A_C_albicans_SC5314"	19713	20438	"+"	726	"C4_00130W_A"	"RBT5"	"%28orf19.5636%29%20GPI-linked%20cell%20wall%20protein%3B%20hemoglobin%20utilization%3B%20Rfg1%2C%20Rim101%2C%20Tbf1%2C%20Fe%20regulated%3B%20Sfu1%2C%20Hog1%2C%20Tup1%2C%20serum%2C%20alkaline%20pH%2C%20antifungal%20drugs%2C%20geldamycin%20repressed%3B%20Hap43%20induced%3B%20required%20for%20RPMI%20biofilms%3B%20Spider%20biofilm%20induced"	14527	28883	1	19437	9448	18238	1	38505	14460	17295	9847	17398	0	9202	11143	22348	0	4260	10069	3776	13157	19707	10752	31941	4886	0	12673	30966	10002	5616	16124	21328	16540	21014	20746	1	1	10261	17977	5051	15713	5128	8573	0
"C4_00140C_A"	"Ca22chr4A_C_albicans_SC5314"	21178	23694	"-"	2517	"C4_00140C_A"	"HIS4"	"%28orf19.5639%29%20Multifunctional%20enzyme%20that%20catalyzes%20three%20steps%20of%20histidine%20biosynthesis%2C%20with%20phosphoribosyl-AMP%20cyclohydrolase%2C%20phosphoribosyl-ATP%20diphosphatase%2C%20and%20histidinol%20dehydrogenase%20activities%3B%20required%20for%20wild-type%20adhesion%20to%20human%20calls"	1759	2052	0	1737	1478	1646	0	4417	1322	1640	2559	1709	0	1652	1438	1905	0	2023	1453	2057	1779	1878	1455	2126	1725	0	1506	2405	2413	1698	1519	2044	1739	2420	2677	0	0	2568	1641	2321	2102	1699	1469	0
"C4_00150C_A"	"Ca22chr4A_C_albicans_SC5314"	23853	25631	"-"	1779	"C4_00150C_A"	"PEX5"	"%28orf19.5640%29%20Pex5p%20family%20protein%3B%20required%20for%20PTS1-mediated%20peroxisomal%20protein%20import%2C%20fatty%20acid%20beta-oxidation%3B%20similar%20to%20S.%20cerevisiae%20Pas10p%20peroxisomal%20targeting%20receptor%3B%20macrophage%2Fpseudohyphal-repressed%3B%20Hap43p-repressed"	3895	573	0	2408	863	2142	0	2952	2175	3097	2250	385	0	3548	798	2415	0	1281	669	1054	881	494	696	470	1205	1	754	521	2385	898	3238	513	3478	1690	1992	0	0	2151	2722	1374	3361	839	3195	0
"C4_00160C_A"	"Ca22chr4A_C_albicans_SC5314"	25876	27186	"-"	1311	"C4_00160C_A"	"CAR2"	"%28orf19.5641%29%20Ornithine%20aminotransferase%3B%20arginine%20metabolism%3B%20alkaline%20induced%3B%20mutant%20sensitivite%20to%20toxic%20ergosterol%20analog%2C%20to%20amphotericin%20B%3B%20exponential%20and%20stationary%20phase%20yeast%3B%20flow%20model%20biofilm%20induced%3B%20rat%20catheter%2C%20Spider%20biofilm%20repressed"	14830	1259	0	3815	1567	3557	0	30986	3901	5074	12716	935	0	12682	1540	4843	0	5305	1745	4542	1778	1057	1850	1195	4739	0	1811	1180	11883	4833	9343	1160	6592	17581	18031	0	0	12615	4562	5176	6447	4401	19725	0
"C4_00170W_A"	"Ca22chr4A_C_albicans_SC5314"	27530	27943	"+"	414	"C4_00170W_A"	NA	"%28orf19.5642%29%20Ortholog%20of%20S.%20cerevisiae%20Dif1%3B%20which%20regulates%20nuclear%20localization%20of%20Rnr2%20and%20Rnr4%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20induced%20in%20cyr1%20mutant%3B%20Spider%20biofilm%20induced"	2458	2431	0	2371	4506	2187	0	5001	2857	3200	2950	2003	0	2245	4064	2435	0	3612	3954	2832	4194	2398	4148	2576	4226	0	4385	2574	2584	3921	2466	2330	2237	3081	2903	0	0	2704	3005	3560	2587	3931	2148	0
"C4_00180W_A"	"Ca22chr4A_C_albicans_SC5314"	28147	29691	"+"	1545	"C4_00180W_A"	"ECM7"	"%28orf19.5643%29%20Protein%20involved%20in%20control%20of%20calcium%20homeostasis%20and%20oxidative%20stress%20response%3B%20mutants%20show%20defects%20in%20hyphal%20growth"	499	282	0	447	417	388	0	864	569	525	652	251	0	477	383	387	0	489	523	561	476	289	444	258	468	0	452	303	637	470	504	324	550	569	622	0	0	656	572	525	603	445	497	0
"C4_00190W_A"	"Ca22chr4A_C_albicans_SC5314"	29746	30663	"+"	918	"C4_00190W_A"	NA	"%28orf19.5644%29%20Ortholog%28s%29%20have%20role%20in%20spore%20membrane%20bending%20pathway%20and%20cytoplasm%2C%20prospore%20membrane%20localization"	164	90	0	153	176	148	0	265	165	149	176	96	0	131	146	141	0	215	141	232	164	125	136	118	199	0	146	101	157	213	157	98	142	147	157	0	0	173	139	268	151	214	147	0
"C4_00200C_A"	"Ca22chr4A_C_albicans_SC5314"	30660	31982	"-"	1323	"C4_00200C_A"	"MET15"	"%28orf19.5645%29%20O-acetylhomoserine%20O-acetylserine%20sulfhydrylase%3B%20sulfur%20amino%20acid%20synthesis%3B%20immunogenic%3B%20Hog1%2C%20adherence-induced%3B%20brown%20color%20of%20mutant%20in%20Pb%282%2B%29%20medium%20a%20visual%20selection%3B%20chlamydospore%20formation%20induced%2C%20F-12%2FCO2%20biofilm%20induced"	1871	2570	0	705	1022	1852	0	1611	679	1084	1200	1844	0	4407	1199	1662	0	1113	1674	831	1316	1963	1486	2589	1428	0	1577	3179	1304	1834	2724	2175	2393	1253	996	0	0	1364	1040	1006	2850	1645	3156	0
"C4_00210W_A"	"Ca22chr4A_C_albicans_SC5314"	32585	33277	"+"	693	"C4_00210W_A"	NA	"%28orf19.5646%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YPL034W%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_40280%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_402170%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_137348"	108	167	0	46	95	80	0	243	70	93	98	120	0	133	104	70	0	68	173	90	92	126	134	174	123	0	128	216	94	117	94	143	108	131	150	0	0	106	76	79	126	140	126	0
"C4_00220C_A"	"Ca22chr4A_C_albicans_SC5314"	33383	34763	"-"	1381	"C4_00220C_A"	"SUB2"	"%28orf19.5647%29%20Putative%20TREX%20complex%20component%20with%20a%20predicted%20role%20in%20nuclear%20mRNA%20export%3B%20transcription%20is%20regulated%20by%20Mig1%3B%20Hap43-induced%20gene%3B%20Spider%20biofilm%20repressed"	2269	4404	0	2193	3262	2141	0	4983	2142	2250	2486	3959	0	2197	2838	2179	0	3068	3327	2975	3187	4428	3148	4444	2903	0	3473	4717	2153	2684	1776	4269	1846	2884	3229	0	1	2152	2053	3102	2030	2861	2112	0
"C4_00230W_A"	"Ca22chr4A_C_albicans_SC5314"	34782	35390	"+"	609	"C4_00230W_A"	NA	"%28orf19.5648%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_40300%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_402190%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20cten_CGOB_00197%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2F06160g"	372	481	0	275	610	313	0	942	307	289	440	504	0	384	491	292	0	565	554	504	546	616	482	531	517	0	580	610	425	524	384	605	395	544	554	0	0	439	265	523	437	462	402	0
"C4_00240C_A"	"Ca22chr4A_C_albicans_SC5314"	35411	36235	"-"	825	"C4_00240C_A"	"PRO3"	"%28orf19.5650%29%20Delta%201-pyrroline-5-carboxylate%20reductase%3B%20protein%20induced%20during%20the%20mating%20process%3B%20alkaline%20induced%3B%20stationary%20phase%20enriched%20protein%3B%20Spider%20biofilm%20repressed"	478	106	0	200	135	249	0	1030	138	223	541	99	0	476	127	179	0	179	82	215	146	100	88	140	209	0	95	133	556	175	385	108	305	554	482	0	0	597	190	207	323	206	531	0
"C4_00250W_A"	"Ca22chr4A_C_albicans_SC5314"	35436	35975	"+"	540	"C4_00250W_A"	NA	"%28orf19.5649%29%20Ortholog%20of%20Candida%20lusitaniae%20ATCC%2042720%20%3A%20CLUG_00275%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_03759"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C4_00260W_A"	"Ca22chr4A_C_albicans_SC5314"	36910	39081	"+"	2172	"C4_00260W_A"	NA	"%28orf19.5651%29%20Ortholog%28s%29%20have%20histone%20demethylase%20activity%20%28H3-dimethyl-K4%20specific%29%2C%20histone%20demethylase%20activity%20%28H3-monomethyl-K4%20specific%29%2C%20histone%20demethylase%20activity%20%28H3-trimethyl-K4%20specific%29%20activity"	2120	912	0	1796	1622	1686	0	3131	2100	2181	2779	696	0	1971	1473	1879	0	1597	1061	1539	1619	812	1257	890	1708	0	1265	889	2773	1515	2257	887	2310	1835	2145	0	0	2625	2105	1613	2459	1527	1715	0
"C4_00270W_A"	"Ca22chr4A_C_albicans_SC5314"	39465	41389	"+"	1925	"C4_00270W_A"	"ATP2"	"%28orf19.5653%29%20F1%20beta%20subunit%20of%20F1F0%20ATPase%20complex%3B%20antigenic%20in%20human%2C%20mice%3B%20induced%20by%20ciclopirox%20olamine%3B%20caspofungin%20repressed%3B%20macrophage%2Fpseudohyphal-induced%3B%20detected%20during%20exponential%20and%20stationary%20growth%20phases%3B%20Spider%20biofilm%20repressed"	12483	12056	0	6964	13408	7100	0	28524	8048	10031	8607	7669	0	14088	13728	9239	0	13800	15032	12929	15286	8727	15101	11724	15809	0	16385	12242	8078	14242	6961	10045	6289	15363	17788	1	0	8663	8959	14605	6396	14365	16460	0
"C4_00280W_A"	"Ca22chr4A_C_albicans_SC5314"	41651	43041	"+"	1391	"C4_00280W_A"	"STE24"	"%28orf19.5654%29%20Prenyl-dependent%20protease"	956	1877	0	1029	1463	1019	0	2382	1125	1153	1257	1744	0	1049	1361	1060	0	1634	1647	1423	1507	1921	1622	1937	1376	0	1696	1945	1093	1416	779	1897	674	1438	1597	0	0	1135	1066	1509	728	1374	1201	0
"C4_00290C_A"	"Ca22chr4A_C_albicans_SC5314"	43184	44714	"-"	1531	"C4_00290C_A"	NA	"%28orf19.5655%29%20Has%20domain%28s%29%20with%20predicted%202%20iron%2C%202%20sulfur%20cluster%20binding%2C%20iron%20ion%20binding%2C%20oxidoreductase%20activity%2C%20oxidoreductase%20activity%20and%20acting%20on%20paired%20donors%2C%20more"	47	67	0	70	130	71	0	159	86	88	75	49	0	54	118	69	0	151	91	128	94	67	88	59	150	0	97	60	84	119	62	60	49	108	94	0	0	95	70	136	46	139	54	0
"C4_00300C_A"	"Ca22chr4A_C_albicans_SC5314"	45136	48099	"-"	2964	"C4_00300C_A"	"SWI1"	"%28orf19.5657%29%20Protein%20involved%20in%20transcription%20regulation%3B%20ortholog%20of%20S.%20cerevisiae%20Swi1p%2C%20which%20is%20a%20subunit%20of%20the%20SWI%2FSNF%20chromatin%20remodeling%20complex%3B%20interacts%20with%20Snf2p%3B%20SWI%2FSNF%20complex%20is%20essential%20for%20hyphal%20growth%20and%20virulence"	1038	1303	0	1480	1153	1297	0	1983	1498	1501	1368	866	0	1004	1029	1408	0	1270	1047	1383	1273	945	1097	1201	1228	0	1060	1243	1366	1231	1170	1034	1422	1009	1150	0	0	1332	1506	1414	1394	1231	864	0
"C4_00310C_A"	"Ca22chr4A_C_albicans_SC5314"	48304	49311	"-"	1008	"C4_00310C_A"	"MNN10"	"%28orf19.5658%29%20Alpha-1%2C6-mannosyltransferase%20involved%20in%20biosynthesis%20and%20organization%20of%20cell%20wall%20polysaccharides"	818	922	0	687	971	618	0	1973	652	648	1131	941	0	773	953	639	0	906	1130	909	1048	1059	1064	999	906	0	1159	1067	949	968	710	1075	799	1105	1263	0	0	980	700	972	857	942	786	0
"C4_00320C_A"	"Ca22chr4A_C_albicans_SC5314"	49530	50508	"-"	979	"C4_00320C_A"	NA	"%28orf19.5660%29%20Ortholog%28s%29%20have%20ubiquitin-protein%20transferase%20activity%2C%20role%20in%20protein%20import%20into%20peroxisome%20matrix%2C%20protein%20polyubiquitination%20and%20integral%20component%20of%20peroxisomal%20membrane%2C%20peroxisomal%20importomer%20complex%20localization"	241	215	0	288	293	233	0	613	300	360	365	182	0	254	265	253	0	382	245	279	320	215	271	252	330	0	314	260	289	337	229	191	208	409	373	0	0	341	342	344	284	302	266	0
"C4_00330C_A"	"Ca22chr4A_C_albicans_SC5314"	50924	51205	"-"	282	"C4_00330C_A"	NA	"%28orf19.5660.1%29%20Ortholog%28s%29%20have%20proton-transporting%20ATP%20synthase%20activity%2C%20rotational%20mechanism%2C%20structural%20molecule%20activity%20and%20role%20in%20ATP%20synthesis%20coupled%20proton%20transport%2C%20cristae%20formation%2C%20protein%20complex%20oligomerization"	1636	898	0	1158	1473	1197	0	3130	1121	1110	1288	887	0	1939	1205	1201	0	1523	1423	1358	1392	832	1303	933	1624	0	1497	1064	1209	1406	1251	999	1111	1756	1861	0	0	1237	1097	1473	1213	1614	2081	0
"C4_00340W_A"	"Ca22chr4A_C_albicans_SC5314"	51516	52568	"+"	1053	"C4_00340W_A"	"PTC7"	"%28orf19.5661%29%20Protein%20phosphatase%2C%20type%202C%3B%20has%20S%2FT%20phosphatase%20activity%2C%20Mn2%2B%2FMg2%2B%20dependent%3B%20predicted%20membrane-spanning%20segment%20and%20mitochondrion-targeting%20signal"	1087	1120	0	1029	1329	918	0	2477	1088	1119	1200	817	0	1125	1232	1065	0	1570	1311	1447	1398	928	1316	1230	1511	0	1398	1259	1256	1428	945	1010	1018	1414	1529	0	0	1224	1006	1627	1057	1469	1118	0
"C4_00350W_A"	"Ca22chr4A_C_albicans_SC5314"	52677	54014	"+"	1338	"C4_00350W_A"	"PEP7"	"%28orf19.5662%29%20Vesicle%20transport%20protein%3B%20acts%20in%20endosomal%20transport%3B%20roles%20in%20metal%20ion%20resistance%2C%20virulence%2C%20adhesion%2C%20hyphal%20growth%2C%20chlamydospore%20formation%3B%20similar%20to%20S.%20cerevisiae%20Pep7p"	277	249	0	280	367	200	0	728	301	351	484	190	0	293	322	287	0	376	264	337	366	207	318	198	439	0	292	253	389	360	262	209	252	425	425	0	0	396	339	430	332	353	259	0
"C4_00360C_A"	"Ca22chr4A_C_albicans_SC5314"	54076	55311	"-"	1236	"C4_00360C_A"	"RCH1"	"%28orf19.5663%29%20Plasma%20membrane%20protein%3B%20involved%20in%20regulation%20of%20cytosolic%20calcium%20homeostasis%3B%20null%20mutation%20confers%20sensitivity%20to%20calcium%20and%20resistance%20to%20azoles%20and%20terbinafine%3B%20rat%20catheter%20biofilm%20induced"	919	351	0	1900	837	1770	0	1666	1337	1769	1151	175	0	810	742	1891	0	1622	366	1798	830	209	315	384	632	0	444	409	1154	826	1586	210	1664	886	1064	0	0	1091	1834	2149	1792	580	774	0
